path,label,source_group,origin_repo
data/raw/quick/ffhq_0000.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0001.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0002.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0003.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0004.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0005.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0006.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0007.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0008.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0009.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0010.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0011.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0012.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0013.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0014.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0015.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0016.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0017.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0018.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0019.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0020.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0021.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0022.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0023.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0024.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0025.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0026.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0027.jpg,0,ffhq,bitmind/ffhq-256_training_faces
data/raw/quick/ffhq_0028.jpg,0,ffhq,bitmind/ffhq-256_training_faces
